temperature_2m,source,model,relative_humidity_2m,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,precipitation,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,uv_index,uv_index_clear_sky,sunshine_duration,time_utc,latitude_grid,longitude_grid,elevation_m
12.8,openmeteo_historical_forecast,best_match,80,996.1,2,2,0,0,0.0,186.0,114.0,72.0,480.1,335.9,0.9,1.0,3600.0,2022-01-01 00:00:00+00:00,34.03202,-118.52633,86.0
11.8,openmeteo_historical_forecast,best_match,82,997.3,100,100,0,0,0.0,0.0,0.0,0.0,0.0,94.5,0.2,0.2,0.0,2022-01-01 01:00:00+00:00,34.03202,-118.52633,86.0
12.0,openmeteo_historical_forecast,best_match,76,995.6,88,88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 02:00:00+00:00,34.03202,-118.52633,86.0
11.7,openmeteo_historical_forecast,best_match,63,996.5,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 03:00:00+00:00,34.03202,-118.52633,86.0
11.1,openmeteo_historical_forecast,best_match,55,997.1,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 04:00:00+00:00,34.03202,-118.52633,86.0
9.7,openmeteo_historical_forecast,best_match,46,997.9,15,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 05:00:00+00:00,34.03202,-118.52633,86.0
9.9,openmeteo_historical_forecast,best_match,49,998.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 06:00:00+00:00,34.03202,-118.52633,86.0
8.8,openmeteo_historical_forecast,best_match,50,999.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 07:00:00+00:00,34.03202,-118.52633,86.0
8.6,openmeteo_historical_forecast,best_match,34,1000.6,7,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 08:00:00+00:00,34.03202,-118.52633,86.0
7.9,openmeteo_historical_forecast,best_match,44,1001.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 09:00:00+00:00,34.03202,-118.52633,86.0
7.4,openmeteo_historical_forecast,best_match,51,1002.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 10:00:00+00:00,34.03202,-118.52633,86.0
7.9,openmeteo_historical_forecast,best_match,47,1003.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 11:00:00+00:00,34.03202,-118.52633,86.0
8.3,openmeteo_historical_forecast,best_match,46,1003.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 12:00:00+00:00,34.03202,-118.52633,86.0
7.8,openmeteo_historical_forecast,best_match,41,1004.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 13:00:00+00:00,34.03202,-118.52633,86.0
7.9,openmeteo_historical_forecast,best_match,38,1005.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 14:00:00+00:00,34.03202,-118.52633,86.0
7.3,openmeteo_historical_forecast,best_match,46,1006.5,5,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01 15:00:00+00:00,34.03202,-118.52633,86.0
8.5,openmeteo_historical_forecast,best_match,41,1007.4,13,0,0,13,0.0,69.0,48.0,21.0,458.0,113.5,0.25,0.25,3344.53,2022-01-01 16:00:00+00:00,34.03202,-118.52633,86.0
10.6,openmeteo_historical_forecast,best_match,42,1008.4,73,73,0,5,0.0,250.0,200.0,50.0,797.6,354.7,1.1,1.1,3600.0,2022-01-01 17:00:00+00:00,34.03202,-118.52633,86.0
13.7,openmeteo_historical_forecast,best_match,40,1009.4,5,5,0,0,0.0,410.0,324.0,86.0,831.1,551.5,2.1,2.2,3600.0,2022-01-01 18:00:00+00:00,34.03202,-118.52633,86.0
14.4,openmeteo_historical_forecast,best_match,44,1009.3,18,18,0,4,0.0,530.0,460.0,70.0,943.5,689.7,2.95,3.15,3600.0,2022-01-01 19:00:00+00:00,34.03202,-118.52633,86.0
14.7,openmeteo_historical_forecast,best_match,46,1009.1,27,27,0,0,0.0,582.0,500.0,82.0,930.8,759.9,3.65,3.65,3600.0,2022-01-01 20:00:00+00:00,34.03202,-118.52633,86.0
15.0,openmeteo_historical_forecast,best_match,40,1009.0,2,2,0,0,0.0,580.0,503.0,77.0,939.6,757.3,3.65,3.65,3600.0,2022-01-01 21:00:00+00:00,34.03202,-118.52633,86.0
15.4,openmeteo_historical_forecast,best_match,42,1009.3,0,0,0,0,0.0,504.0,425.0,79.0,881.4,682.1,3.1,3.1,3600.0,2022-01-01 22:00:00+00:00,34.03202,-118.52633,86.0
14.9,openmeteo_historical_forecast,best_match,46,1009.8,51,0,0,51,0.0,372.0,295.0,77.0,773.5,539.5,2.05,2.1,3600.0,2022-01-01 23:00:00+00:00,34.03202,-118.52633,86.0
14.4,openmeteo_historical_forecast,best_match,48,1010.3,51,0,0,51,0.0,196.0,125.0,71.0,521.5,339.1,0.95,1.05,3600.0,2022-01-02 00:00:00+00:00,34.03202,-118.52633,86.0
12.8,openmeteo_historical_forecast,best_match,54,1011.1,14,0,0,14,0.0,0.0,0.0,0.0,0.0,97.2,0.2,0.2,0.0,2022-01-02 01:00:00+00:00,34.03202,-118.52633,86.0
11.9,openmeteo_historical_forecast,best_match,52,1011.9,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 02:00:00+00:00,34.03202,-118.52633,86.0
11.8,openmeteo_historical_forecast,best_match,31,1012.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 03:00:00+00:00,34.03202,-118.52633,86.0
9.9,openmeteo_historical_forecast,best_match,43,1013.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 04:00:00+00:00,34.03202,-118.52633,86.0
10.4,openmeteo_historical_forecast,best_match,36,1013.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 05:00:00+00:00,34.03202,-118.52633,86.0
9.3,openmeteo_historical_forecast,best_match,39,1013.9,8,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 06:00:00+00:00,34.03202,-118.52633,86.0
9.1,openmeteo_historical_forecast,best_match,42,1014.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 07:00:00+00:00,34.03202,-118.52633,86.0
8.6,openmeteo_historical_forecast,best_match,43,1013.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 08:00:00+00:00,34.03202,-118.52633,86.0
8.3,openmeteo_historical_forecast,best_match,33,1013.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 09:00:00+00:00,34.03202,-118.52633,86.0
8.1,openmeteo_historical_forecast,best_match,35,1014.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 10:00:00+00:00,34.03202,-118.52633,86.0
8.0,openmeteo_historical_forecast,best_match,31,1014.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 11:00:00+00:00,34.03202,-118.52633,86.0
7.0,openmeteo_historical_forecast,best_match,32,1013.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 12:00:00+00:00,34.03202,-118.52633,86.0
7.8,openmeteo_historical_forecast,best_match,23,1013.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 13:00:00+00:00,34.03202,-118.52633,86.0
6.7,openmeteo_historical_forecast,best_match,36,1014.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 14:00:00+00:00,34.03202,-118.52633,86.0
7.3,openmeteo_historical_forecast,best_match,27,1014.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02 15:00:00+00:00,34.03202,-118.52633,86.0
8.0,openmeteo_historical_forecast,best_match,31,1014.7,0,0,0,0,0.0,70.0,47.0,23.0,449.0,113.0,0.25,0.25,3335.26,2022-01-02 16:00:00+00:00,34.03202,-118.52633,86.0
10.2,openmeteo_historical_forecast,best_match,34,1015.3,0,0,0,0,0.0,255.0,202.0,53.0,805.8,354.6,1.1,1.1,3600.0,2022-01-02 17:00:00+00:00,34.03202,-118.52633,86.0
13.1,openmeteo_historical_forecast,best_match,32,1015.8,0,0,0,0,0.0,420.0,351.0,69.0,899.7,551.9,2.2,2.2,3600.0,2022-01-02 18:00:00+00:00,34.03202,-118.52633,86.0
14.8,openmeteo_historical_forecast,best_match,31,1015.4,0,0,0,0,0.0,537.0,458.0,79.0,938.1,690.7,3.15,3.15,3600.0,2022-01-02 19:00:00+00:00,34.03202,-118.52633,86.0
15.9,openmeteo_historical_forecast,best_match,31,1014.0,0,0,0,0,0.0,596.0,512.0,84.0,951.2,761.4,3.65,3.65,3600.0,2022-01-02 20:00:00+00:00,34.03202,-118.52633,86.0
17.1,openmeteo_historical_forecast,best_match,25,1012.9,0,0,0,0,0.0,590.0,504.0,86.0,938.8,759.4,3.65,3.65,3600.0,2022-01-02 21:00:00+00:00,34.03202,-118.52633,86.0
17.8,openmeteo_historical_forecast,best_match,23,1011.9,0,0,0,0,0.0,521.0,436.0,85.0,900.8,684.7,3.1,3.1,3600.0,2022-01-02 22:00:00+00:00,34.03202,-118.52633,86.0
16.8,openmeteo_historical_forecast,best_match,34,1011.4,0,0,0,0,0.0,384.0,301.0,83.0,785.0,542.4,2.15,2.15,3600.0,2022-01-02 23:00:00+00:00,34.03202,-118.52633,86.0
14.7,openmeteo_historical_forecast,best_match,41,1010.9,0,0,0,0,0.0,206.0,136.0,70.0,562.1,342.3,1.05,1.05,3600.0,2022-01-03 00:00:00+00:00,34.03202,-118.52633,86.0
12.5,openmeteo_historical_forecast,best_match,49,1011.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.1,0.2,0.2,0.0,2022-01-03 01:00:00+00:00,34.03202,-118.52633,86.0
11.8,openmeteo_historical_forecast,best_match,52,1010.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 02:00:00+00:00,34.03202,-118.52633,86.0
12.1,openmeteo_historical_forecast,best_match,44,1010.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 03:00:00+00:00,34.03202,-118.52633,86.0
11.4,openmeteo_historical_forecast,best_match,33,1011.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 04:00:00+00:00,34.03202,-118.52633,86.0
10.0,openmeteo_historical_forecast,best_match,43,1011.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 05:00:00+00:00,34.03202,-118.52633,86.0
9.5,openmeteo_historical_forecast,best_match,47,1011.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 06:00:00+00:00,34.03202,-118.52633,86.0
9.1,openmeteo_historical_forecast,best_match,32,1011.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 07:00:00+00:00,34.03202,-118.52633,86.0
9.1,openmeteo_historical_forecast,best_match,33,1011.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 08:00:00+00:00,34.03202,-118.52633,86.0
8.1,openmeteo_historical_forecast,best_match,37,1011.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 09:00:00+00:00,34.03202,-118.52633,86.0
7.3,openmeteo_historical_forecast,best_match,37,1011.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 10:00:00+00:00,34.03202,-118.52633,86.0
9.1,openmeteo_historical_forecast,best_match,30,1010.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 11:00:00+00:00,34.03202,-118.52633,86.0
9.6,openmeteo_historical_forecast,best_match,31,1010.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 12:00:00+00:00,34.03202,-118.52633,86.0
8.4,openmeteo_historical_forecast,best_match,34,1010.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 13:00:00+00:00,34.03202,-118.52633,86.0
7.7,openmeteo_historical_forecast,best_match,37,1011.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 14:00:00+00:00,34.03202,-118.52633,86.0
6.8,openmeteo_historical_forecast,best_match,41,1011.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03 15:00:00+00:00,34.03202,-118.52633,86.0
8.2,openmeteo_historical_forecast,best_match,42,1011.5,0,0,0,0,0.0,71.0,48.0,23.0,458.7,112.6,0.25,0.25,3328.2,2022-01-03 16:00:00+00:00,34.03202,-118.52633,86.0
11.3,openmeteo_historical_forecast,best_match,38,1012.3,0,0,0,0,0.0,257.0,202.0,55.0,805.6,354.7,1.1,1.1,3600.0,2022-01-03 17:00:00+00:00,34.03202,-118.52633,86.0
13.0,openmeteo_historical_forecast,best_match,47,1013.0,0,0,0,0,0.0,423.0,351.0,72.0,898.7,552.5,2.15,2.15,3600.0,2022-01-03 18:00:00+00:00,34.03202,-118.52633,86.0
13.5,openmeteo_historical_forecast,best_match,50,1012.7,0,0,0,0,0.0,544.0,462.0,82.0,944.7,691.8,3.1,3.1,3600.0,2022-01-03 19:00:00+00:00,34.03202,-118.52633,86.0
13.7,openmeteo_historical_forecast,best_match,51,1011.8,0,0,0,0,0.0,600.0,512.0,88.0,949.1,763.2,3.65,3.65,3600.0,2022-01-03 20:00:00+00:00,34.03202,-118.52633,86.0
14.2,openmeteo_historical_forecast,best_match,51,1011.3,0,0,0,0,0.0,594.0,503.0,91.0,934.2,761.7,3.65,3.65,3600.0,2022-01-03 21:00:00+00:00,34.03202,-118.52633,86.0
14.9,openmeteo_historical_forecast,best_match,48,1011.0,0,0,0,0,0.0,520.0,433.0,87.0,891.1,687.4,3.1,3.1,3600.0,2022-01-03 22:00:00+00:00,34.03202,-118.52633,86.0
14.2,openmeteo_historical_forecast,best_match,62,1011.0,0,0,0,0,0.0,384.0,300.0,84.0,778.0,545.5,2.15,2.15,3600.0,2022-01-03 23:00:00+00:00,34.03202,-118.52633,86.0
13.7,openmeteo_historical_forecast,best_match,66,1010.9,0,0,0,0,0.0,204.0,132.0,72.0,540.3,345.6,1.05,1.05,3600.0,2022-01-04 00:00:00+00:00,34.03202,-118.52633,86.0
11.6,openmeteo_historical_forecast,best_match,73,1011.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,103.1,0.2,0.2,0.0,2022-01-04 01:00:00+00:00,34.03202,-118.52633,86.0
11.9,openmeteo_historical_forecast,best_match,50,1011.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 02:00:00+00:00,34.03202,-118.52633,86.0
10.9,openmeteo_historical_forecast,best_match,37,1011.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 03:00:00+00:00,34.03202,-118.52633,86.0
10.3,openmeteo_historical_forecast,best_match,38,1012.1,20,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 04:00:00+00:00,34.03202,-118.52633,86.0
9.6,openmeteo_historical_forecast,best_match,42,1012.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 05:00:00+00:00,34.03202,-118.52633,86.0
7.3,openmeteo_historical_forecast,best_match,74,1012.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 06:00:00+00:00,34.03202,-118.52633,86.0
7.7,openmeteo_historical_forecast,best_match,68,1012.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 07:00:00+00:00,34.03202,-118.52633,86.0
8.8,openmeteo_historical_forecast,best_match,54,1012.5,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 08:00:00+00:00,34.03202,-118.52633,86.0
8.2,openmeteo_historical_forecast,best_match,58,1012.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 09:00:00+00:00,34.03202,-118.52633,86.0
8.2,openmeteo_historical_forecast,best_match,56,1012.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 10:00:00+00:00,34.03202,-118.52633,86.0
8.2,openmeteo_historical_forecast,best_match,54,1012.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 11:00:00+00:00,34.03202,-118.52633,86.0
7.0,openmeteo_historical_forecast,best_match,62,1012.0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 12:00:00+00:00,34.03202,-118.52633,86.0
6.7,openmeteo_historical_forecast,best_match,56,1011.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 13:00:00+00:00,34.03202,-118.52633,86.0
5.5,openmeteo_historical_forecast,best_match,67,1012.3,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 14:00:00+00:00,34.03202,-118.52633,86.0
5.4,openmeteo_historical_forecast,best_match,71,1012.7,8,8,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04 15:00:00+00:00,34.03202,-118.52633,86.0
7.4,openmeteo_historical_forecast,best_match,89,1013.0,3,3,0,0,0.0,66.0,42.0,24.0,401.4,112.4,0.25,0.25,3322.88,2022-01-04 16:00:00+00:00,34.03202,-118.52633,86.0
10.1,openmeteo_historical_forecast,best_match,82,1013.4,6,6,0,0,0.0,248.0,197.0,51.0,785.2,354.9,1.1,1.1,3600.0,2022-01-04 17:00:00+00:00,34.03202,-118.52633,86.0
11.8,openmeteo_historical_forecast,best_match,75,1013.9,5,5,0,0,0.0,407.0,342.0,65.0,874.5,553.2,2.2,2.2,3600.0,2022-01-04 18:00:00+00:00,34.03202,-118.52633,86.0
12.9,openmeteo_historical_forecast,best_match,67,1013.6,6,6,0,0,0.0,522.0,438.0,84.0,893.9,693.1,3.15,3.15,3600.0,2022-01-04 19:00:00+00:00,34.03202,-118.52633,86.0
13.7,openmeteo_historical_forecast,best_match,67,1012.6,16,16,0,0,0.0,576.0,490.0,86.0,906.0,765.0,3.7,3.7,3600.0,2022-01-04 20:00:00+00:00,34.03202,-118.52633,86.0
13.7,openmeteo_historical_forecast,best_match,70,1011.6,7,7,0,0,0.0,567.0,472.0,95.0,873.9,764.1,3.7,3.7,3600.0,2022-01-04 21:00:00+00:00,34.03202,-118.52633,86.0
14.2,openmeteo_historical_forecast,best_match,71,1010.8,3,3,0,0,0.0,499.0,404.0,95.0,827.9,690.3,3.15,3.15,3600.0,2022-01-04 22:00:00+00:00,34.03202,-118.52633,86.0
13.5,openmeteo_historical_forecast,best_match,73,1010.4,4,4,0,0,0.0,364.0,267.0,97.0,688.3,548.7,2.2,2.2,3600.0,2022-01-04 23:00:00+00:00,34.03202,-118.52633,86.0
12.7,openmeteo_historical_forecast,best_match,81,1010.2,8,8,0,0,0.0,200.0,128.0,72.0,518.8,349.0,1.1,1.1,3600.0,2022-01-05 00:00:00+00:00,34.03202,-118.52633,86.0
11.5,openmeteo_historical_forecast,best_match,83,1010.0,68,68,0,0,0.0,0.0,0.0,0.0,0.0,106.2,0.2,0.2,0.0,2022-01-05 01:00:00+00:00,34.03202,-118.52633,86.0
11.2,openmeteo_historical_forecast,best_match,80,1010.2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 02:00:00+00:00,34.03202,-118.52633,86.0
10.6,openmeteo_historical_forecast,best_match,73,1010.2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 03:00:00+00:00,34.03202,-118.52633,86.0
9.7,openmeteo_historical_forecast,best_match,74,1010.3,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 04:00:00+00:00,34.03202,-118.52633,86.0
9.5,openmeteo_historical_forecast,best_match,72,1010.6,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 05:00:00+00:00,34.03202,-118.52633,86.0
9.0,openmeteo_historical_forecast,best_match,75,1010.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 06:00:00+00:00,34.03202,-118.52633,86.0
8.8,openmeteo_historical_forecast,best_match,76,1010.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 07:00:00+00:00,34.03202,-118.52633,86.0
8.4,openmeteo_historical_forecast,best_match,75,1009.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 08:00:00+00:00,34.03202,-118.52633,86.0
8.3,openmeteo_historical_forecast,best_match,82,1009.4,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 09:00:00+00:00,34.03202,-118.52633,86.0
8.2,openmeteo_historical_forecast,best_match,84,1009.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 10:00:00+00:00,34.03202,-118.52633,86.0
8.3,openmeteo_historical_forecast,best_match,85,1008.6,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 11:00:00+00:00,34.03202,-118.52633,86.0
7.9,openmeteo_historical_forecast,best_match,80,1008.0,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 12:00:00+00:00,34.03202,-118.52633,86.0
8.1,openmeteo_historical_forecast,best_match,80,1007.6,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 13:00:00+00:00,34.03202,-118.52633,86.0
7.4,openmeteo_historical_forecast,best_match,79,1008.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 14:00:00+00:00,34.03202,-118.52633,86.0
7.1,openmeteo_historical_forecast,best_match,82,1008.2,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-05 15:00:00+00:00,34.03202,-118.52633,86.0
9.0,openmeteo_historical_forecast,best_match,80,1008.6,1,1,0,0,0.0,63.0,31.0,32.0,296.1,112.4,0.25,0.25,3319.28,2022-01-05 16:00:00+00:00,34.03202,-118.52633,86.0
12.0,openmeteo_historical_forecast,best_match,73,1009.0,0,0,0,0,0.0,246.0,197.0,49.0,784.4,355.3,1.1,1.1,3600.0,2022-01-05 17:00:00+00:00,34.03202,-118.52633,86.0
15.1,openmeteo_historical_forecast,best_match,61,1009.3,0,0,0,0,0.0,413.0,348.0,65.0,888.4,554.1,2.25,2.25,3600.0,2022-01-05 18:00:00+00:00,34.03202,-118.52633,86.0
16.4,openmeteo_historical_forecast,best_match,48,1008.6,0,0,0,0,0.0,528.0,452.0,76.0,920.5,694.6,3.2,3.2,3600.0,2022-01-05 19:00:00+00:00,34.03202,-118.52633,86.0
15.3,openmeteo_historical_forecast,best_match,61,1007.4,82,0,0,82,0.0,584.0,499.0,85.0,920.2,767.1,3.7,3.7,3600.0,2022-01-05 20:00:00+00:00,34.03202,-118.52633,86.0
12.5,openmeteo_historical_forecast,best_match,61,1006.1,90,0,0,90,0.0,579.0,488.0,91.0,900.4,766.7,3.7,3.7,3600.0,2022-01-05 21:00:00+00:00,34.03202,-118.52633,86.0
12.8,openmeteo_historical_forecast,best_match,72,1005.2,0,0,0,0,0.0,507.0,422.0,85.0,861.0,693.3,3.15,3.2,3600.0,2022-01-05 22:00:00+00:00,34.03202,-118.52633,86.0
13.6,openmeteo_historical_forecast,best_match,87,1005.0,51,7,0,51,0.0,366.0,258.0,108.0,661.0,552.1,2.2,2.2,3600.0,2022-01-05 23:00:00+00:00,34.03202,-118.52633,86.0
12.9,openmeteo_historical_forecast,best_match,84,1004.5,1,1,0,0,0.0,205.0,133.0,72.0,533.5,352.6,1.1,1.1,3600.0,2022-01-06 00:00:00+00:00,34.03202,-118.52633,86.0
11.9,openmeteo_historical_forecast,best_match,80,1004.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,109.6,0.2,0.2,0.0,2022-01-06 01:00:00+00:00,34.03202,-118.52633,86.0
12.1,openmeteo_historical_forecast,best_match,67,1005.1,6,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 02:00:00+00:00,34.03202,-118.52633,86.0
11.4,openmeteo_historical_forecast,best_match,68,1005.0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 03:00:00+00:00,34.03202,-118.52633,86.0
12.7,openmeteo_historical_forecast,best_match,57,1005.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 04:00:00+00:00,34.03202,-118.52633,86.0
10.7,openmeteo_historical_forecast,best_match,65,1005.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 05:00:00+00:00,34.03202,-118.52633,86.0
10.2,openmeteo_historical_forecast,best_match,66,1005.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 06:00:00+00:00,34.03202,-118.52633,86.0
11.9,openmeteo_historical_forecast,best_match,57,1005.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 07:00:00+00:00,34.03202,-118.52633,86.0
12.8,openmeteo_historical_forecast,best_match,50,1005.0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 08:00:00+00:00,34.03202,-118.52633,86.0
13.0,openmeteo_historical_forecast,best_match,49,1004.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 09:00:00+00:00,34.03202,-118.52633,86.0
10.5,openmeteo_historical_forecast,best_match,64,1004.6,14,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 10:00:00+00:00,34.03202,-118.52633,86.0
10.2,openmeteo_historical_forecast,best_match,62,1004.3,26,0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06 11:00:00+00:00,34.03202,-118.52633,86.0
